sample #',V5',V2'
303090,1025,1077
303100,1027,1086
303110,1019,1091
303120,991,1072
303130,980,1054
303140,973,1047
303150,966,1039
303160,967,1031
303170,971,1032
303180,964,1032
303190,959,1027
303200,964,1028
303210,959,1024
303220,961,1021
303230,961,1025
303240,963,1024
303250,1143,1169
303260,993,1063
303270,946,1031
303280,868,999
303290,857,946
303300,900,878
303310,958,965
303320,972,998
303330,979,1025
303340,993,1028
303350,999,1039
303360,999,1044
303370,1009,1052
303380,1010,1066
303390,1011,1075
303400,1003,1071
303410,990,1065
303420,976,1053
303430,974,1040
303440,971,1035
303450,966,1032
303460,965,1029
303470,965,1030
303480,962,1023
303490,960,1019
303500,962,1023
303510,958,1019
303520,959,1016
303530,965,1021
303540,1142,1090
303550,996,1056
303560,975,1037
303570,895,1011
303580,862,961
303590,906,894
303600,962,988
303610,985,996
303620,992,1026
303630,992,1030
303640,998,1034
303650,1007,1049
303660,1012,1061
303670,1023,1071
303680,1021,1083
303690,1004,1079
303700,988,1063
303710,979,1051
303720,972,1042
303730,969,1032
303740,969,1032
303750,962,1027
303760,964,1025
303770,963,1027
303780,962,1024
303790,961,1020
303800,963,1022
303810,963,1021
303820,984,1027
303830,1015,1065
303840,978,1034
303850,914,1013
303860,862,971
303870,886,900
303880,962,965
303890,980,997
303900,986,1027
303910,999,1038
303920,1018,1044
303930,1026,1057
303940,1026,1063
303950,1029,1076
303960,1030,1087
303970,1016,1082
303980,1005,1072
303990,992,1054
304000,986,1040
304010,982,1037
304020,977,1033
304030,977,1031
304040,977,1033
304050,970,1028
304060,969,1026
304070,972,1025
304080,971,1025
304090,969,1023
304100,981,1030
304110,1019,1074
304120,989,1042
304130,946,1028
304140,861,994
304150,874,925
304160,958,926
304170,978,993
304180,986,1004
304190,1002,1034
304200,1007,1038
304210,1010,1047
304220,1018,1055
304230,1019,1069
304240,1027,1082
304250,1040,1094
304260,1040,1096
304270,1018,1088
304280,1002,1072
304290,989,1056
304300,986,1042
304310,982,1038
304320,978,1033
304330,975,1029
304340,975,1030
304350,971,1026
304360,972,1025
304370,973,1028
304380,969,1025
304390,971,1021
304400,972,1024
304410,970,1024
304420,1074,1170
304430,998,1059
304440,953,1029
304450,874,1003
304460,869,940
304470,937,899
304480,981,987
304490,992,1005
304500,1007,1034
304510,1013,1039
304520,1021,1048
304530,1021,1055
304540,1030,1068
304550,1042,1082
304560,1039,1096
304570,1033,1097
304580,1019,1092
304590,999,1079
304600,990,1059
304610,997,1047
304620,1000,1043
304630,986,1034
304640,983,1033
304650,979,1031
304660,975,1026
304670,974,1026
304680,974,1025
304690,977,1020
304700,980,1025
304710,984,1039
304720,1291,1206
304730,1139,1013
304740,960,1005
304750,966,1015
304760,961,1011
304770,955,1010
304780,946,1004
304790,942,996
304800,934,992
304810,930,991
304820,939,1002
304830,949,1013
304840,967,1028
304850,980,1039
304860,981,1035
304870,980,1033
304880,978,1032
304890,979,1032
304900,977,1029
304910,979,1033
304920,978,1031
304930,980,1028
304940,981,1033
304950,976,1030
304960,986,1026
304970,1001,1030
304980,986,1027
304990,981,1021
305000,987,1027
305010,1181,1180
305020,1021,1062
305030,1070,1070
305040,1087,1083
305050,947,966
305060,967,1019
305070,966,1014
305080,967,1011
305090,969,1013
305100,966,1010
305110,968,1007
305120,970,1014
305130,973,1016
305140,978,1021
305150,988,1036
305160,990,1045
305170,990,1042
305180,987,1041
305190,981,1035
305200,978,1032
305210,980,1034
305220,978,1035
305230,980,1033
305240,981,1035
305250,980,1031
305260,976,1029
305270,977,1035
305280,982,1032
305290,997,1030
305300,1151,1186
305310,1013,1056
305320,979,1030
305330,895,1010
305340,879,948
305350,938,895
305360,982,988
305370,982,1003
305380,998,1025
305390,1008,1035
305400,1013,1043
305410,1020,1050
305420,1027,1061
305430,1029,1073
305440,1029,1078
305450,1020,1077
305460,1002,1071
305470,988,1053
305480,984,1043
305490,980,1036
305500,979,1031
305510,980,1030
305520,976,1028
305530,975,1023
305540,972,1026
305550,970,1023
305560,967,1019
305570,971,1021
305580,969,1023
305590,1127,1203
305600,1002,1056
305610,968,1030
305620,891,1004
305630,875,943
305640,936,894
305650,971,975
305660,983,992
305670,992,1019
305680,1001,1024
305690,1007,1036
305700,1014,1044
305710,1015,1052
305720,1022,1069
305730,1021,1076
305740,1015,1075
305750,1001,1071
305760,985,1053
305770,981,1038
305780,983,1032
305790,978,1029
305800,976,1024
305810,977,1025
305820,971,1022
305830,969,1018
305840,970,1020
305850,967,1017
305860,965,1013
305870,978,1023
305880,1018,1063
305890,980,1025
305900,920,1011
305910,848,971
305920,886,896
305930,976,941
305940,991,987
305950,991,1005
305960,1005,1027
305970,1012,1035
305980,1017,1041
305990,1024,1056
306000,1029,1068
306010,1035,1083
306020,1032,1093
306030,1010,1082
306040,992,1061
306050,986,1045
306060,978,1035
306070,976,1027
306080,971,1031
306090,968,1027
306100,967,1022
306110,969,1021
306120,965,1020
306130,965,1017
306140,969,1018
306150,972,1019
306160,1007,1068
306170,982,1033
306180,921,1004
306190,837,962
306200,862,904
306210,940,906
306220,972,989
306230,982,1016
306240,1004,1036
306250,1021,1039
306260,1025,1050
306270,1021,1054
306280,1024,1064
306290,1032,1081
306300,1032,1091
306310,1025,1087
306320,1008,1078
306330,994,1061
306340,988,1043
306350,981,1036
306360,976,1031
306370,972,1025
306380,975,1026
306390,971,1023
306400,967,1018
306410,968,1021
306420,964,1018
306430,963,1013
306440,965,1017
306450,970,1021
306460,1107,1189
306470,1005,1051
306480,965,1026
306490,881,998
306500,857,953
306510,882,894
306520,955,940
306530,978,990
306540,981,1006
306550,996,1024
306560,1002,1035
306570,1004,1042
306580,1006,1052
306590,1019,1064
306600,1029,1075
306610,1043,1088
306620,1026,1087
306630,1002,1074
306640,990,1053
306650,986,1045
306660,978,1037
306670,974,1027
306680,972,1027
306690,968,1026
306700,967,1020
306710,967,1024
306720,965,1020
306730,963,1018
306740,965,1024
306750,961,1018
306760,978,1020
306770,1019,1071
306780,984,1040
306790,941,1015
306800,868,996
306810,863,933
306820,931,892
306830,972,984
306840,982,1000
306850,994,1023
306860,1002,1036
306870,1003,1045
306880,1011,1048
306890,1018,1064
306900,1025,1080
306910,1029,1090
306920,1019,1097
306930,998,1085
306940,995,1062
306950,1000,1054
306960,981,1040
306970,973,1030
306980,975,1033
306990,972,1029
307000,970,1023
307010,972,1029
307020,968,1025
307030,969,1022
307040,975,1027
307050,987,1046
307060,1323,1162
307070,1090,991
307080,963,1016
307090,961,1015
307100,958,1016
307110,947,1013
307120,942,1004
307130,937,1005
307140,934,999
307150,930,995
307160,935,1006
307170,949,1019
307180,963,1036
307190,980,1049
307200,977,1045
307210,976,1041
307220,975,1044
307230,973,1042
307240,974,1042
307250,975,1044
307260,970,1049
307270,971,1045
307280,985,1045
307290,993,1043
307300,983,1034
307310,983,1037
307320,980,1037
307330,984,1035
307340,987,1043
307350,1039,1072
307360,1268,1152
307370,1017,970
307380,971,1036
307390,967,1031
307400,965,1030
307410,955,1024
307420,945,1018
307430,947,1019
307440,943,1018
307450,944,1018
307460,957,1035
307470,972,1050
307480,983,1057
307490,987,1058
307500,986,1054
307510,980,1047
307520,979,1050
307530,976,1051
307540,975,1051
307550,977,1050
307560,977,1048
307570,975,1044
307580,978,1046
307590,974,1051
307600,973,1045
307610,985,1047
307620,992,1048
307630,982,1040
307640,1054,1166
307650,1016,1067
307660,974,1047
307670,889,1032
307680,917,1001
307690,962,968
307700,968,1032
307710,981,1036
307720,989,1036
307730,995,1042
307740,1000,1043
307750,1006,1044
307760,1014,1053
307770,1019,1058
307780,1015,1061
307790,1007,1066
307800,989,1062
307810,978,1051
307820,977,1050
307830,974,1045
307840,974,1042
307850,971,1046
307860,969,1045
307870,967,1042
307880,967,1042
307890,966,1041
307900,963,1037
307910,963,1047
307920,974,1044
307930,1018,1075
307940,992,1056
307950,927,1027
307960,866,975
307970,905,912
307980,961,983
307990,973,1008
308000,986,1039
308010,989,1047
308020,995,1054
308030,1006,1064
308040,1011,1075
308050,1011,1083
308060,1016,1092
308070,1002,1092
308080,985,1080
308090,976,1063
308100,969,1051
308110,967,1044
308120,966,1044
308130,960,1041
308140,961,1035
308150,959,1039
308160,956,1034
308170,955,1031
308180,959,1033
308190,955,1033
308200,968,1032
308210,1004,1075
308220,961,1053
308230,898,1024
308240,873,973
308250,910,897
308260,959,988
308270,972,1006
308280,986,1036
308290,990,1042
308300,1003,1054
308310,1003,1063
308320,1010,1076
308330,1015,1091
308340,1015,1099
308350,1004,1101
308360,991,1089
308370,978,1071
308380,971,1054
308390,967,1048
308400,959,1044
308410,961,1040
308420,963,1039
308430,955,1038
308440,953,1031
308450,956,1033
308460,950,1031
308470,952,1027
308480,953,1030
308490,965,1033
308500,1000,1086
308510,974,1053
308520,923,1023
308530,835,991
308540,842,937
308550,903,898
308560,958,986
308570,978,1016
308580,989,1040
308590,994,1043
308600,1000,1052
308610,1003,1056
308620,1008,1064
308630,1014,1078
308640,1015,1089
308650,1016,1094
308660,1008,1098
308670,989,1086
308680,974,1068
308690,966,1057
308700,959,1048
308710,951,1040
308720,952,1039
308730,948,1036
308740,944,1030
308750,944,1033
308760,941,1029
308770,939,1027
308780,939,1028
308790,937,1029
308800,958,1029
308810,996,1072
308820,960,1041
308830,908,1019
308840,841,982
308850,852,923
308860,926,943
308870,947,997
308880,949,1014
308890,963,1036
308900,976,1043
308910,987,1045
308920,990,1052
308930,991,1061
308940,994,1069
308950,997,1078
308960,993,1088
308970,981,1080
308980,966,1063
308990,961,1053
309000,948,1043
309010,945,1034
309020,945,1034
309030,937,1032
309040,937,1030
309050,935,1032
309060,933,1027
309070,931,1022
309080,932,1026
309090,938,1024
309100,1084,1182
309110,974,1057
309120,933,1035
309130,858,1010
309140,845,956
309150,897,898
309160,939,986
309170,950,1001
309180,960,1025
309190,970,1036
309200,976,1047
309210,979,1056
309220,984,1067
309230,1002,1079
309240,1015,1094
309250,1013,1099
309260,994,1093
309270,976,1077
309280,964,1054
309290,961,1047
309300,953,1041
309310,950,1034
309320,948,1037
309330,945,1035
309340,941,1029
309350,942,1033
309360,937,1030
309370,943,1025
309380,941,1029
309390,944,1029
309400,1100,1205
309410,970,1061
309420,923,1017
309430,838,986
309440,827,934
309450,878,878
309460,942,966
309470,959,1007
309480,973,1035
309490,984,1039
309500,996,1053
309510,998,1061
309520,1004,1068
309530,1019,1089
309540,1018,1103
309550,1009,1100
309560,988,1091
309570,977,1066
309580,975,1047
309590,971,1042
309600,959,1033
309610,953,1028
309620,952,1029
309630,948,1027
309640,946,1022
309650,947,1026
309660,946,1027
309670,1007,1048
309680,1208,1097
309690,1098,1135
309700,937,1032
309710,932,1025
309720,928,1021
309730,917,1013
309740,913,1011
309750,901,1007
309760,896,996
309770,895,1001
309780,901,1003
309790,917,1015
309800,938,1032
309810,940,1035
309820,939,1028
309830,943,1031
309840,938,1031
309850,941,1028
309860,943,1031
309870,942,1029
309880,938,1028
309890,939,1036
309900,942,1027
309910,950,1024
309920,949,1026
309930,941,1021
309940,940,1017
309950,948,1022
309960,950,1025
309970,951,1034
309980,1258,1221
309990,1139,1034
310000,937,1006
310010,939,1021
310020,932,1016
310030,929,1009
310040,921,1013
310050,915,1009
310060,912,1003
310070,917,1010
310080,922,1016
310090,935,1027
310100,952,1043
310110,957,1046
310120,953,1039
310130,952,1040
310140,949,1039
310150,947,1034
310160,955,1041
310170,951,1041
310180,951,1038
310190,955,1040
310200,948,1042
310210,954,1036
310220,964,1038
310230,968,1040
310240,954,1029
310250,958,1032
310260,1116,1066
310270,995,1064
310280,970,1064
310290,970,1063
310300,959,971
310310,942,1022
310320,948,1023
310330,950,1021
310340,949,1022
310350,952,1023
310360,954,1022
310370,962,1028
310380,964,1032
310390,964,1043
310400,968,1053
310410,961,1052
310420,952,1046
310430,954,1044
310440,953,1045
310450,951,1042
310460,952,1045
310470,951,1043
310480,946,1042
310490,951,1042
310500,952,1041
310510,944,1042
310520,951,1046
310530,963,1045
310540,1024,1059
310550,996,1079
310560,957,1042
310570,891,1014
310580,838,970
310590,876,924
310600,942,937
310610,963,1015
310620,969,1030
310630,988,1047
310640,995,1061
310650,1002,1067
310660,1009,1074
310670,1018,1088
310680,1023,1099
310690,1018,1102
310700,1011,1102
310710,992,1089
310720,976,1068
310730,972,1061
310740,967,1054
310750,962,1048
310760,965,1048
310770,957,1045
310780,955,1042
310790,956,1043
310800,950,1041
310810,948,1036
310820,950,1047
310830,947,1036
310840,950,1033
310850,1057,1066
310860,986,1082
310870,973,1053
310880,906,1033
310890,856,980
310900,875,912
310910,938,974
310920,955,1011
310930,957,1027
310940,971,1040
310950,975,1046
310960,979,1051
310970,986,1065
310980,990,1074
310990,990,1081
311000,993,1089
311010,978,1084
311020,964,1072
311030,962,1063
311040,953,1054
311050,951,1041
311060,952,1041
311070,947,1040
311080,945,1038
311090,947,1039
311100,943,1037
311110,940,1031
311120,943,1032
311130,942,1033
311140,942,1032
311150,963,1038
311160,997,1079
311170,963,1048
311180,918,1035
311190,842,998
311200,870,914
311210,953,987
311220,959,1009
311230,965,1027
311240,979,1043
311250,977,1050
311260,983,1053
311270,991,1071
311280,999,1077
311290,1001,1089
311300,1000,1099
311310,982,1091
311320,966,1074
311330,962,1067
311340,954,1055
311350,948,1046
311360,945,1047
311370,942,1044
311380,948,1040
311390,944,1041
311400,940,1037
311410,939,1033
311420,944,1034
311430,941,1034
311440,949,1035
311450,990,1083
311460,957,1045
311470,905,1014
311480,833,983
311490,849,919
311500,928,917
311510,965,1008
311520,966,1027
311530,989,1048
311540,1004,1058
311550,1012,1065
311560,1010,1066
311570,1016,1078
311580,1022,1090
311590,1021,1100
311600,1020,1105
311610,1000,1092
311620,986,1072
311630,976,1063
311640,966,1049
311650,964,1043
311660,959,1046
311670,956,1040
311680,954,1036
311690,955,1038
311700,952,1036
311710,951,1031
311720,951,1035
311730,965,1039
311740,1007,1079
311750,971,1045
311760,916,1020
311770,830,980
311780,849,926
311790,925,932
311800,955,1005
311810,967,1024
311820,979,1043
311830,988,1046
311840,993,1054
311850,993,1066
311860,998,1072
311870,1015,1079
311880,1027,1092
311890,1005,1085
311900,985,1077
311910,971,1065
311920,965,1046
311930,960,1042
311940,954,1036
311950,949,1030
311960,950,1033
311970,946,1031
311980,943,1025
311990,947,1028
312000,942,1026
312010,943,1022
312020,949,1028
312030,990,1092
312040,972,1047
312050,939,1028
312060,859,1007
312070,847,930
312080,922,924
312090,953,994
312100,958,1006
312110,977,1034
312120,984,1038
312130,989,1042
312140,994,1053
312150,1003,1063
312160,1008,1073
312170,1012,1092
312180,997,1095
